COSC2083,Introduction to Information Technology,12,2021A
COSC2429,Introduction to Programming,12,2021A
ISY3414,Practical Database Concept,12,2021A
COSC2500,Intro to Computer Systems,12,2021B
COSC2534,Building IT Systems,12,2021B
COSC2652,User-central Design,12,2021B
COSC2430,Web Programming,12,2021B
COSC2081,Programming 1,12,2021C
COSC2440,Software Architecture: Design and Implementation,12,2021C
COSC2539,Security in Computing and Information Technology,12,2021C
